id,行业类型,名称,类型,地址,联系电话,lng,lat,省份代码,省份名称,城市代码,城市名称,区域代码,区域名称,所在商圈
B0FFFEK0BT,,上海体育场,体育休闲服务;运动场馆;综合体育馆,天钥桥路666号(上海游泳馆地铁站2号口步行260米),021-64266666,121.4374249,31.18334176,310000,上海市,21,上海市,310104,徐汇区,龙华
B0FFHKDU6C,,徐家汇体育公园,体育休闲服务;运动场馆;运动场所,零陵路800号(上海游泳馆地铁站2号口旁),021-64266666,121.434999,31.18342564,310000,上海市,21,上海市,310104,徐汇区,龙华
B00155NIG5,,上海体育馆,体育休闲服务;运动场馆;综合体育馆,漕溪北路1111号(上海体育馆地铁站2号口步行160米),021-64266666,121.4323149,31.18424499,310000,上海市,21,上海市,310104,徐汇区,龙华
B00155L0U4,,上海大舞台,体育休闲服务;影剧院;剧场,漕溪北路1111号,,121.4337617,31.18333269,310000,上海市,21,上海市,310104,徐汇区,龙华
B0FFFC66P1,,睿冠青少年机器人活动中心(光启文化广场B楼店),体育休闲服务;体育休闲服务场所;体育休闲服务场所,斜土路2899号光启文化广场B座102-3室(一层门店),021-64870339,121.4364746,31.18773293,310000,上海市,21,上海市,310104,徐汇区,龙华
B001556IEG,,上海游泳馆,体育休闲服务;运动场馆;游泳馆,中山南二路1300号(上海游泳馆地铁站1号口步行230米),021-34196900,121.4361104,31.1810177,310000,上海市,21,上海市,310104,徐汇区,龙华
B0FFIA2KXT,,上海徐汇万体馆,体育休闲服务;运动场馆;综合体育馆,上海体育馆地铁站2号口步行150米,,121.4337316,31.18325069,310000,上海市,21,上海市,310104,徐汇区,龙华
B0IBBAU09L,,徐家汇体育公园综合馆,体育休闲服务;运动场馆;运动场所,零陵路800号徐家汇体育公园,021-34196878,121.4335915,31.18170425,310000,上海市,21,上海市,310104,徐汇区,龙华
B0FFHQ6BLK,,乐刻健身(漕溪路吉美臣店),体育休闲服务;运动场馆;健身中心,凯旋南路900号3号线漕溪路地铁站3号口3楼,15380474193,121.433216,31.17897604,310000,上海市,21,上海市,310104,徐汇区,龙华
B0I1U5YVJL,,徐家汇体育公园综合馆-羽毛球馆,体育休闲服务;运动场馆;羽毛球场,漕溪北路1111号综合馆B1层,021-34196878,121.4335885,31.18170324,310000,上海市,21,上海市,310104,徐汇区,龙华
B0I0NA6WM8,,万体汇,体育休闲服务;运动场馆;运动场所,徐家汇体育公园西南角(上海体育馆地铁站6号口步行120米),,121.4331206,31.18175848,310000,上海市,21,上海市,310104,徐汇区,龙华
B0HDVUXPY7,,宛平剧院,体育休闲服务;影剧院;剧场,中山南二路857-859号,021-64392277;021-64691383,121.4466787,31.1869566,310000,上海市,21,上海市,310104,徐汇区,龙华
B0FFLICATJ,,网鱼网咖(徐汇双峰店),体育休闲服务;娱乐场所;网吧,中山南二路933号一楼,17717427603,121.4443762,31.18550964,310000,上海市,21,上海市,310104,徐汇区,龙华
B00151E89A,,上海话剧艺术中心(安福路),体育休闲服务;影剧院;剧场,安福路288号话剧大厦,021-64748600;021-64734567;021-64730123,121.4365263,31.21558641,310000,上海市,21,上海市,310104,徐汇区,湖南路
B0FFKBUMWT,,上音歌剧院,体育休闲服务;影剧院;剧场,汾阳路6号(陕西南路地铁站7号口步行320米),021-24158000,121.4507035,31.21661575,310000,上海市,21,上海市,310104,徐汇区,淮海路
B00155K7KV,,上海音乐学院汾阳校区贺绿汀音乐厅,体育休闲服务;影剧院;音乐厅,汾阳路20号上海音乐学院汾阳校区,,121.4497039,31.21538814,310000,上海市,21,上海市,310104,徐汇区,淮海路
B00157A5JJ,cinema,百丽宫影城(上海环贸店),体育休闲服务;影剧院;电影院,淮海中路999号环贸iapmL6层L6-601,021-64660718,121.4531931,31.21774683,310000,上海市,21,上海市,310104,徐汇区,淮海路
B0I1XUMG74,,Oneness Whisky&Bistrobar,体育休闲服务;娱乐场所;酒吧,襄阳北路100号襄阳坊二楼,021-64182216;18521942060,121.4512126,31.21922164,310000,上海市,21,上海市,310104,徐汇区,淮海路
B0G2AOD6MH,,Bar Limbo·境,体育休闲服务;娱乐场所;酒吧,襄阳北路100号二楼(陕西南路地铁站10号口步行400米),021-64158863,121.4511695,31.21906862,310000,上海市,21,上海市,310104,徐汇区,淮海路
B0JBZUHKHQ,,ONEK PARTY,体育休闲服务;娱乐场所;KTV,淮海国际广场西北门西南50米,021-63335032;021-66569070,121.4515176,31.21699538,310000,上海市,21,上海市,310104,徐汇区,淮海路
B0FFI4B34W,,威尔仕健身(嘉华中心),体育休闲服务;运动场馆;健身中心,襄阳北路108号嘉华中心(陕西南路地铁站7号口步行400米),021-31763935;021-80317548,121.4515255,31.21857365,310000,上海市,21,上海市,310104,徐汇区,淮海路
B0I2F7QXXJ,,一尺花园(香樟花园店),体育休闲服务;休闲场所;休闲场所,衡山路2号(常熟路地铁站7号口步行390米),19370710153,121.4452621,31.21129875,310000,上海市,21,上海市,310104,徐汇区,湖南路
B0FFF3T00K,,捷豹上海交响音乐厅,体育休闲服务;影剧院;音乐厅,复兴中路1380号(常熟路地铁站4号口步行450米),4008210522,121.4470604,31.21341643,310000,上海市,21,上海市,310104,徐汇区,淮海路
B0FFFPD3WF,,艾比之路(上海衡山路休闲街店),体育休闲服务;娱乐场所;酒吧,桃江路3号(常熟路地铁站7号口步行490米),021-54662069,121.4465493,31.21090757,310000,上海市,21,上海市,310104,徐汇区,岳阳
B001534B0E,,上海越剧院,体育休闲服务;影剧院;剧场,复兴西路10弄16号,021-64375837,121.4429615,31.21315529,310000,上海市,21,上海市,310104,徐汇区,岳阳
B0FFLJXPTR,,上海沪剧院,体育休闲服务;体育休闲服务场所;体育休闲服务场所,汾阳路150号,,121.4475628,31.21157737,310000,上海市,21,上海市,310104,徐汇区,岳阳
B0FFM1T2O5,,幸福集荟·黑石,体育休闲服务;体育休闲服务场所;体育休闲服务场所,复兴中路1331号黑石公寓1层,021-52752937,121.4478394,31.21289932,310000,上海市,21,上海市,310104,徐汇区,淮海路
B0G2O7GTDH,,BLACKSTONE EXCHANGE(黑石公寓店),体育休闲服务;娱乐场所;酒吧,复兴中路1331号黑石公寓1层,,121.447699,31.21287903,310000,上海市,21,上海市,310104,徐汇区,淮海路
