id,行业类型,名称,类型,地址,联系电话,lng,lat,省份代码,省份名称,城市代码,城市名称,区域代码,区域名称,所在商圈,rating
B0H1NA8ATF,,方斜路-道路停车位,交通设施服务;停车场;路边停车场,方斜路与建国新路交叉口北60米,,121.47465300781074,31.219218944663652,,上海市,,上海市,,黄浦区,,"{'cost': , 'rating': }"
BV10024873,,老西门(地铁站),交通设施服务;地铁站;地铁站,10号线;8号线,,121.47480138968929,31.222952250391085,,上海市,,上海市,,黄浦区,,"{'cost': , 'rating': }"
B00155KI8C,,自忠路-道路停车位,交通设施服务;停车场;路边停车场,一大会址·新天地地铁站1号口步行300米,,121.47082334143249,31.220442325937086,310000.0,上海市,21.0,上海市,310101.0,黄浦区,淮海路,
B0GKX5FBRG,,无限极荟购物中心地下停车场,交通设施服务;停车场;公共停车场,湖滨路168号无限极荟购物中心B4,,121.47314481112532,31.223103506874466,310000.0,上海市,21.0,上海市,310101.0,黄浦区,淮海路,
B0H6P7QCVH,,湖滨道地下停车场,交通设施服务;停车场;公共停车场,崇德路与吉安路交叉口西南40米,,121.4743859419378,31.22349680308721,310000.0,上海市,21.0,上海市,310101.0,黄浦区,淮海路,
B0FFHGD30X,,太平桥公园地下停车场,交通设施服务;停车场;公共停车场,淮海中路太平桥公园,,121.47254094198739,31.22140862162587,310000.0,上海市,21.0,上海市,310101.0,黄浦区,淮海路,
B0HGFA6OIJ,,康宁商厦地下停车场,交通设施服务;停车场;公共停车场,中华路1359号(老西门地铁站7号口步行290米),,121.47729782505594,31.22127216869822,,上海市,,上海市,,黄浦区,,"{'cost': , 'rating': }"
BV10024872,,老西门(公交站),交通设施服务;公交车站;公交车站相关,11路内圈;11路外圈;135路;220路;304路;324路;537路;736路;926路;930路,,121.47936195944159,31.22330309944046,310000.0,上海市,21.0,上海市,310101.0,黄浦区,淮海路,
B00156CU1R,,大吉路-道路停车位,交通设施服务;停车场;路边停车场,方斜路与大吉路交叉口南60米,,121.47376533356179,31.216733258577282,,上海市,,上海市,,黄浦区,,"{'cost': , 'rating': }"
BV11600382,,斜桥(公交站),交通设施服务;公交车站;公交车站相关,218路;23路;303路;318路;43路;715路;730路;781路;955路;大桥一线高峰车;徐川专线,,121.47246158400236,31.21665996173529,,上海市,,上海市,,黄浦区,,"{'cost': , 'rating': }"
B0G0276OQE,,万事利大厦陆家浜路停车场,交通设施服务;停车场;公共停车场,陆家浜路1380号(陆家浜路地铁站7号口步行320米),,121.47403852292304,31.214720735252687,,上海市,,上海市,,黄浦区,,"{'cost': , 'rating': }"
BV10039784,,一大会址·新天地(地铁站),交通设施服务;地铁站;地铁站,10号线;13号线,,121.47066500264978,31.218319896123607,310000.0,上海市,21.0,上海市,310101.0,黄浦区,淮海路,
B00155MFUY,,开元坊停车场,交通设施服务;停车场;公共停车场,大吉路194号开元坊(陆家浜路地铁站4号口步行80米),,121.47623314662839,31.217081016391038,,上海市,,上海市,,黄浦区,,"{'cost': , 'rating': }"
BV10039882,,陆家浜路(地铁站),交通设施服务;地铁站;地铁站,8号线;9号线,,121.47714065845565,31.21574752040188,,上海市,,上海市,,黄浦区,,"{'cost': , 'rating': }"
B0HBNAX5J8,,新邻生活站商场立体停车场,交通设施服务;停车场;公共停车场,陆家浜路1100号新邻生活站F4,,121.47848398622197,31.215577455980494,,上海市,,上海市,,黄浦区,,"{'cost': , 'rating': }"
